-2.06171e-4	1.77437e-1
1.39407e-2	1.79171e-1
2.39957e-2	1.79134e-1
3.40507e-2	1.79097e-1
4.41057e-2	1.79060e-1
5.41607e-2	1.79023e-1
6.42157e-2	1.76256e-1
7.42707e-2	1.74034e-1
8.43257e-2	1.73997e-1
9.43807e-2	1.73960e-1
1.04436e-1	1.71332e-1
1.14491e-1	1.71294e-1
1.24546e-1	1.71257e-1
1.34601e-1	1.67671e-1
1.44656e-1	1.66269e-1
1.54711e-1	1.63641e-1
1.64766e-1	1.61013e-1
1.74821e-1	1.60496e-1
1.84876e-1	1.58616e-1
1.94931e-1	1.58578e-1
2.04986e-1	1.55950e-1
2.15041e-1	1.55572e-1
2.25096e-1	1.53316e-1
2.35151e-1	1.49584e-1
2.45206e-1	1.46712e-1
2.55261e-1	1.44872e-1
2.65316e-1	1.43722e-1
2.75371e-1	1.39456e-1
2.85426e-1	1.37028e-1
2.95481e-1	1.37194e-1
3.05536e-1	1.32381e-1
3.15591e-1	1.28795e-1
3.25646e-1	1.25484e-1
3.35701e-1	1.23461e-1
3.45756e-1	1.19700e-1
3.55811e-1	1.15969e-1
3.65866e-1	1.14006e-1
3.75921e-1	1.08230e-1
3.85976e-1	1.01602e-1
3.96031e-1	9.52049e-2
4.06086e-1	8.86863e-2
4.16141e-1	8.21677e-2
4.26196e-1	7.25790e-2
4.36251e-1	6.26492e-2
4.46306e-1	5.23782e-2
4.56361e-1	4.00605e-2
4.66416e-1	2.70605e-2
4.76471e-1	1.23549e-2
4.86526e-1	-4.05626e-3
4.96581e-1	-2.31965e-2
5.06636e-1	-4.30189e-2
5.16691e-1	-6.59115e-2
5.26746e-1	-9.24669e-2
5.36801e-1	-1.12658e-1
5.46856e-1	-1.41274e-1
5.56911e-1	-1.61774e-1
5.66966e-1	-1.77304e-1
5.77021e-1	-1.89128e-1
5.87076e-1	-1.88750e-1
5.97623e-1	-1.87482e-1
6.07186e-1	-1.82522e-1
6.17241e-1	-1.73056e-1
6.27296e-1	-1.58766e-1
6.37351e-1	-1.36971e-1
6.47406e-1	-1.01531e-1
6.57461e-1	-4.78981e-2
6.64773e-1	-1.16068e-2
